SCIENTIFIC_NAME,COMMON_NAME,TAXON_ID,SPECIES_CODE,CATEGORY,TAXON_ORDER,COM_NAME_CODES,SCI_NAME_CODES,BANDING_CODES
Mimus gilvus,Tropical Mockingbird,TC009983,tromoc,species,26452.0,,MIGI,TRMO
Mimus polyglottos,Northern Mockingbird,TC009982,normoc,species,26464.0,,MIPO,NOMO
Rhabdornis mystacalis,Stripe-sided Rhabdornis,TC010142,stsrha2,species,26468.3,SSRH SHRH,RHMY,
Rhabdornis grandis,Long-billed Rhabdornis,TC010143,lobrha1,species,26468.4,GRRH LBRH,RHGR,
Rhabdornis inornatus,Stripe-breasted Rhabdornis,TC010144,stbrha1,species,26468.5,SBRH,RHIN,
Rhabdornis rabori,Visayan Rhabdornis,TC013286,visrha1,species,26468.6,SBRH VIRH,RHRA,
Enodes erythrophris,Fiery-browed Myna,TC010057,fibmyn1,species,26468.7,FBMY FBST,ENER,
Scissirostrum dubium,Finch-billed Myna,TC010058,fibmyn2,species,26468.8,GRST FBMY,SCDU,
Aplonis metallica,Metallic Starling,TC010023,metsta1,species,26469.0,MEST MHST,APME,
Aplonis mystacea,Yellow-eyed Starling,TC010024,yeesta1,species,26475.0,YEST,APMY,
Aplonis crassa,Tanimbar Starling,TC010026,tansta1,species,26477.0,TAST,APCR,
Aplonis feadensis,Atoll Starling,TC010027,atosta1,species,26478.0,ATST,APFE,
Aplonis insularis,Rennell Starling,TC010028,rensta1,species,26481.0,REST,APIN,
Aplonis magna,Long-tailed Starling,TC010029,lotsta1,species,26482.0,NGLT LTST,APMA,
Aplonis brunneicapillus,White-eyed Starling,TC010030,whesta2,species,26485.0,WEST,APBR,
Aplonis grandis,Brown-winged Starling,TC010031,brwsta1,species,26486.0,BWST,APGR,
Aplonis dichroa,Makira Starling,TC010032,sacsta1,species,26490.0,MAST,APDI,
Aplonis zelandica,Rusty-winged Starling,TC010033,ruwsta1,species,26491.0,RWST,APZE,
Aplonis striata,Striated Starling,TC010034,strsta1,species,26495.0,STST,APST,
Aplonis pelzelni,Pohnpei Starling,TC010040,pohsta1,species,26496.0,POST,APPE,
Aplonis cantoroides,Singing Starling,TC010025,sinsta1,species,26497.0,SIST,APCA,
Aplonis santovestris,Mountain Starling,TC010035,mousta1,species,26498.0,MOST,APSA,
Aplonis panayensis,Asian Glossy Starling,TC010036,asgsta1,species,26499.0,AGST,APPA,
Aplonis mysolensis,Moluccan Starling,TC010037,molsta1,species,26514.0,MOST,APMY,
Aplonis minor,Short-tailed Starling,TC010038,shtsta1,species,26517.0,STST,APMI,
Aplonis opaca,Micronesian Starling,TC010039,micsta1,species,26518.0,MIST,APOP,
Aplonis tabuensis,Polynesian Starling,TC010041,polsta1,species,26527.0,POST,APTA,
Aplonis atrifusca,Samoan Starling,TC010042,samsta1,species,26540.0,SAST,APAT,
Aplonis corvina,Kosrae Starling,TC010043,kossta1,species,26541.0,KOST,APCO,
Aplonis cinerascens,Rarotonga Starling,TC010044,rarsta1,species,26542.0,RAST,APCI,
Aplonis mavornata,Mysterious Starling,TC010045,myssta1,species,26543.0,MAST MYST,APMA,
Aplonis fusca,Norfolk Starling,TC010046,norsta1,species,26544.0,TAST NOST,APFU,
Basilornis celebensis,Sulawesi Myna,TC010050,sulmyn1,species,26551.0,SUMY,BACE,
Basilornis galeatus,Helmeted Myna,TC010051,helmyn1,species,26552.0,HEMY,BAGA,
Basilornis corythaix,Long-crested Myna,TC010052,locmyn1,species,26553.0,LCMY,BACO,
Goodfellowia miranda,Apo Myna,TC010053,apomyn2,species,26554.0,APMY,GOMI,
Sarcops calvus,Coleto,TC010054,coleto1,species,26555.0,COLE,SACA,
Streptocitta albicollis,White-necked Myna,TC010055,whnmyn1,species,26559.0,WNMY,STAL,
Streptocitta albertinae,Bare-eyed Myna,TC010056,baemyn1,species,26562.0,BEMY,STAL,
Mino dumontii,Yellow-faced Myna,TC010047,yefmyn1,species,26563.0,YFMY,MIDU,
Mino anais,Golden Myna,TC010048,golmyn1,species,26564.0,GOMY,MIAN,
Mino kreffti,Long-tailed Myna,TC010049,lotmyn1,species,26565.0,LTMY,MIKR,
Ampeliceps coronatus,Golden-crested Myna,TC010061,gocmyn1,species,26567.0,GCMY,AMCO,
Gracula ptilogenys,Sri Lanka Myna,TC010066,ceymyn1,species,26567.5,SLHM SLMY,GRPT,
Gracula religiosa,Common Hill Myna,TC010062,hilmyn,species,26568.0,CHMY,GRRE,HIMY
Gracula indica,Southern Hill Myna,TC010063,sohmyn1,species,26576.0,SHMY,GRIN,
Gracula enganensis,Enggano Myna,TC010064,engmyn1,species,26577.0,EHMY ENMY,GREN,
Gracula robusta,Nias Myna,TC010065,niamyn1,species,26578.0,NIMY NHMY,GRRO,
Sturnus vulgaris,European Starling,TC010089,eursta,species,26621.0,STAR COST,STVU,EUST
Sturnus unicolor,Spotless Starling,TC010090,sposta1,species,26634.0,SPST,STUN,
Creatophora cinerea,Wattled Starling,TC010093,watsta1,species,26637.0,WAST,CRCI,
Pastor roseus,Rosy Starling,TC010087,rossta2,species,26637.5,ROST RCST,PARO,
Agropsar sturninus,Daurian Starling,TC010080,dausta1,species,26638.0,DAST PBST,AGST,
Agropsar philippensis,Chestnut-cheeked Starling,TC010081,chcsta1,species,26639.0,CCST,AGPH,
Gracupica nigricollis,Black-collared Starling,TC010078,bkcsta1,species,26640.1,BCST,GRNI,
Gracupica contra,Asian Pied Starling,TC010079,aspsta2,species,26640.2,APST PIMY,GRCO,
Sturnornis albofrontatus,White-faced Starling,TC010085,whfsta2,species,26640.25,WFST,STAL,
Leucopsar rothschildi,Bali Myna,TC010077,balmyn1,species,26640.3,BAMY,LERO,
Necropsar rodericanus,Rodrigues Starling,TC010094,rodsta2,species,26640.4,ROST,NERO,
Fregilupus varius,Reunion Starling,TC010095,reusta1,species,26640.5,HOST REST,FRVA,
Sturnia sinensis,White-shouldered Starling,TC010082,whssta2,species,26640.6,WSST,STSI,
Sturnia pagodarum,Brahminy Starling,TC010086,brasta1,species,26640.7,BRST,STPA,
Sturnia malabarica,Chestnut-tailed Starling,TC010083,chtsta2,species,26640.9,CTST,STMA,
Sturnia blythii,Malabar Starling,TC012621,malsta1,species,26641.0,MAST,STBL,
Sturnia erythropygia,White-headed Starling,TC010084,whhsta2,species,26641.95,WHST,STER,
Spodiopsar sericeus,Red-billed Starling,TC010088,rebsta1,species,26646.0,RBST,SPSE,
Spodiopsar cineraceus,White-cheeked Starling,TC010092,whcsta1,species,26647.0,WCST,SPCI,
Acridotheres tristis,Common Myna,TC010074,commyn,species,26648.0,,ACTR,COMY
Acridotheres ginginianus,Bank Myna,TC010073,banmyn1,species,26649.0,BAMY,ACGI,
Acridotheres burmannicus,Vinous-breasted Starling,TC010075,vibsta3,species,26652.0,VBST,ACBU,
Acridotheres melanopterus,Black-winged Starling,TC010076,bkwsta1,species,26657.0,BWST,ACME,
Acridotheres fuscus,Jungle Myna,TC010071,junmyn1,species,26658.0,JUMY,ACFU,
Acridotheres javanicus,Javan Myna,TC010069,whvmyn,species,26662.0,JAMY,ACJA,
Acridotheres cinereus,Pale-bellied Myna,TC010070,pabmyn1,species,26665.0,PBMY,ACCI,
Acridotheres albocinctus,Collared Myna,TC010072,colmyn1,species,26666.0,COMY,ACAL,
Acridotheres grandis,Great Myna,TC010067,whvmyn1,species,26667.0,GRMY,ACGR,
Acridotheres cristatellus,Crested Myna,TC010068,cremyn,species,26667.5,CRMY,ACCR,
Hartlaubius auratus,Madagascar Starling,TC010060,madsta1,species,26672.0,MAST,HAAU,
Cinnyricinclus leucogaster,Violet-backed Starling,TC010118,vibsta2,species,26675.0,VBST,CILE,
Onychognathus tenuirostris,Slender-billed Starling,TC010124,slbsta1,species,26678.0,SBST,ONTE,
Onychognathus nabouroup,Pale-winged Starling,TC010130,pawsta1,species,26679.0,PWST,ONNA,
Onychognathus neumanni,Neumann's Starling,TC010133,neusta1,species,26680.0,NEST,ONNE,
Onychognathus morio,Red-winged Starling,TC010123,rewsta1,species,26681.0,RWST,ONMO,
Onychognathus fulgidus,Chestnut-winged Starling,TC010125,chwsta1,species,26682.0,CWST,ONFU,
Onychognathus walleri,Waller's Starling,TC010126,walsta1,species,26685.0,WAST,ONWA,
Onychognathus tristramii,Tristram's Starling,TC010129,trista1,species,26692.0,TRST,ONTR,
Onychognathus albirostris,White-billed Starling,TC010132,whbsta1,species,26695.0,WBST,ONAL,
Onychognathus salvadorii,Bristle-crowned Starling,TC010131,brcsta1,species,26698.0,BCST,ONSA,
Onychognathus blythii,Somali Starling,TC010127,somsta1,species,26701.0,SOST,ONBL,
Onychognathus frater,Socotra Starling,TC010128,socsta1,species,26702.0,SOST,ONFR,
Saroglossa spiloptera,Spot-winged Starling,TC010059,spwsta1,species,26703.0,SWST,SASP,
Neocichla gutturalis,Babbling Starling,TC010141,babsta1,species,26705.0,BAST,NEGU,
Grafisia torquata,White-collared Starling,TC010139,whcsta2,species,26708.0,WCST,GRTO,
Speculipastor bicolor,Magpie Starling,TC010140,magsta1,species,26709.0,MAST,SPBI,
Pholia sharpii,Sharpe's Starling,TC010137,shasta2,species,26710.0,SHST,PHSH,
Poeoptera femoralis,Abbott's Starling,TC010138,abbsta2,species,26710.5,ABST,POFE,
Poeoptera lugubris,Narrow-tailed Starling,TC010134,natsta1,species,26711.0,NTST,POLU,
Poeoptera stuhlmanni,Stuhlmann's Starling,TC010135,stusta1,species,26712.0,STST,POST,
Poeoptera kenricki,Kenrick's Starling,TC010136,kensta1,species,26713.0,KEST,POKE,
Notopholia corrusca,Black-bellied Starling,TC010110,bbgsta1,species,26714.0,BBST,NOCO,
Hylopsar purpureiceps,Purple-headed Starling,TC010115,phgsta1,species,26715.0,PHST,HYPU,
Hylopsar cupreocauda,Copper-tailed Starling,TC010116,ctgsta1,species,26718.0,CTST,HYCU,
Lamprotornis hildebrandti,Hildebrandt's Starling,TC010112,hilsta1,species,26719.0,HIST,LAHI,
Lamprotornis shelleyi,Shelley's Starling,TC010113,shesta1,species,26720.0,SHST,LASH,
Lamprotornis australis,Burchell's Starling,TC010108,bugsta1,species,26723.0,BUST,LAAU,
Lamprotornis purpuroptera,Rueppell's Starling,TC010104,ruegls1,species,26724.0,RÜST RUST,LAPU,
Lamprotornis caudatus,Long-tailed Glossy Starling,TC010105,ltgsta1,species,26725.0,LTST LTGS,LACA,
Lamprotornis mevesii,Meves's Starling,TC010107,megsta1,species,26726.0,MEST,LAME,
Lamprotornis unicolor,Ashy Starling,TC010121,ashsta2,species,26729.0,ASST,LAUN,
Lamprotornis splendidus,Splendid Starling,TC010100,spgsta1,species,26730.0,SPST,LASP,
Lamprotornis ornatus,Principe Starling,TC010101,prgsta1,species,26731.0,PRST PGST,LAOR,
Lamprotornis regius,Golden-breasted Starling,TC010106,gobsta5,species,26732.0,GBST,LARE,
Lamprotornis superbus,Superb Starling,TC010111,supsta1,species,26733.0,SUST,LASU,
Lamprotornis pulcher,Chestnut-bellied Starling,TC010114,chbsta1,species,26734.0,CBST,LAPU,
Lamprotornis bicolor,African Pied Starling,TC010119,afpsta1,species,26735.0,APST PIST,LABI,
Lamprotornis albicapillus,White-crowned Starling,TC010122,whcsta3,species,26735.5,WCST,LAAL,
Lamprotornis fischeri,Fischer's Starling,TC010120,fissta1,species,26736.0,FIST,LAFI,
Lamprotornis chloropterus,Lesser Blue-eared Starling,TC010098,lbesta1,species,26736.5,LBES,LACH,
Lamprotornis acuticaudus,Sharp-tailed Starling,TC010109,stgsta1,species,26737.0,STST,LAAC,
Lamprotornis chalybaeus,Greater Blue-eared Starling,TC010097,gbesta1,species,26737.5,GBES,LACH,
Lamprotornis iris,Emerald Starling,TC010102,emesta1,species,26738.0,EMST,LAIR,
Lamprotornis purpureus,Purple Starling,TC010103,pugsta1,species,26738.5,PGST PUST,LAPU,
Lamprotornis nitens,Cape Starling,TC010096,capgls1,species,26739.0,CAST CGST,LANI,
Lamprotornis chalcurus,Bronze-tailed Starling,TC010099,btgsta1,species,26739.5,BTST,LACH,
Buphagus erythrorhynchus,Red-billed Oxpecker,TC010145,reboxp1,species,26739.95,RBOX,BUER,
Buphagus africanus,Yellow-billed Oxpecker,TC010146,yeboxp1,species,26740.0,YBOX,BUAF,
Chloropsis flavipennis,Philippine Leafbird,TC010147,philea1,species,26743.0,PHLE,CHFL,
Chloropsis palawanensis,Yellow-throated Leafbird,TC010148,yetlea1,species,26744.0,YTLE,CHPA,
Chloropsis sonnerati,Greater Green Leafbird,TC010149,grglea1,species,26745.0,GGLE,CHSO,
Chloropsis cyanopogon,Lesser Green Leafbird,TC010150,leglea1,species,26748.0,LGLE,CHCY,
Chloropsis cochinchinensis,Blue-winged Leafbird,TC010151,blwlea1,species,26751.0,BWLE,CHCO,
Chloropsis kinabaluensis,Bornean Leafbird,TC010152,borlea1,species,26761.0,BOLE,CHKI,
Chloropsis jerdoni,Jerdon's Leafbird,TC010153,jerlea1,species,26762.0,JELE,CHJE,
Chloropsis aurifrons,Golden-fronted Leafbird,TC010154,goflea1,species,26763.0,GFLE,CHAU,
Chloropsis media,Sumatran Leafbird,TC010155,sumlea1,species,26770.0,SULE,CHME,
Chloropsis hardwickii,Orange-bellied Leafbird,TC010156,orblea1,species,26771.0,OBLE,CHHA,
Chloropsis venusta,Blue-masked Leafbird,TC010157,blmlea1,species,26776.0,BMLE,CHVE,
Prionochilus olivaceus,Olive-backed Flowerpecker,TC010159,olbflo1,species,26778.0,OBFL,PROL,
Prionochilus maculatus,Yellow-breasted Flowerpecker,TC010160,yebflo2,species,26782.0,YBFL,PRMA,
Prionochilus percussus,Crimson-breasted Flowerpecker,TC010161,crbflo1,species,26787.0,CBFL,PRPE,
Prionochilus plateni,Palawan Flowerpecker,TC010162,palflo1,species,26791.0,PAFL,PRPL,
Prionochilus xanthopygius,Yellow-rumped Flowerpecker,TC010163,yerflo1,species,26794.0,YRFL,PRXA,
Prionochilus thoracicus,Scarlet-breasted Flowerpecker,TC010164,scbflo2,species,26795.0,SBFL,PRTH,
Dicaeum annae,Golden-rumped Flowerpecker,TC010166,gorflo1,species,26797.0,GRFL,DIAN,
Dicaeum agile,Thick-billed Flowerpecker,TC010167,thbflo1,species,26800.0,TBFL STFL,DIAG,
Dicaeum everetti,Brown-backed Flowerpecker,TC010168,brbflo1,species,26812.0,BBFL,DIEV,
Dicaeum proprium,Whiskered Flowerpecker,TC010169,whiflo1,species,26815.0,WHFL,DIPR,
Dicaeum chrysorrheum,Yellow-vented Flowerpecker,TC010170,yevflo1,species,26816.0,YVFL,DICH,
Dicaeum melanoxanthum,Yellow-bellied Flowerpecker,TC010171,yebflo1,species,26819.0,YBFL,DIME,
Dicaeum vincens,White-throated Flowerpecker,TC010172,whtflo1,species,26820.0,LEFL WTFL,DIVI,
Dicaeum aureolimbatum,Yellow-sided Flowerpecker,TC010173,yesflo1,species,26821.0,YSFL,DIAU,
Dicaeum nigrilore,Olive-capped Flowerpecker,TC010174,olcflo1,species,26824.0,OCFL,DINI,
Dicaeum anthonyi,Flame-crowned Flowerpecker,TC010175,flcflo1,species,26827.0,FCFL,DIAN,
Dicaeum bicolor,Bicolored Flowerpecker,TC010176,bicflo1,species,26831.0,BIFL,DIBI,
Dicaeum quadricolor,Cebu Flowerpecker,TC010177,cebflo1,species,26835.0,CEFL,DIQU,
Dicaeum australe,Red-striped Flowerpecker,TC010178,resflo1,species,26836.0,RSFL RKFL,DIAU,
Dicaeum haematostictum,Red-keeled Flowerpecker,TC010179,rekflo1,species,26837.0,RKFL BBFL,DIHA,
Dicaeum retrocinctum,Scarlet-collared Flowerpecker,TC010180,sccflo1,species,26838.0,SCFL,DIRE,
Dicaeum trigonostigma,Orange-bellied Flowerpecker,TC010181,orbflo1,species,26839.0,OBFL,DITR,
Dicaeum hypoleucum,White-bellied Flowerpecker,TC010182,whbflo1,species,26858.0,BUFL WBFL,DIHY,
Dicaeum erythrorhynchos,Pale-billed Flowerpecker,TC010183,pabflo1,species,26864.0,PBFL,DIER,
Dicaeum concolor,Nilgiri Flowerpecker,TC010184,plaflo1,species,26867.0,NIFL,DICO,
Dicaeum minullum,Plain Flowerpecker,TC012689,plaflo2,species,26867.2,PLFL,DIMI,
Dicaeum virescens,Andaman Flowerpecker,TC012225,andflo1,species,26867.8,ANFL,DIVI,
Dicaeum pygmaeum,Pygmy Flowerpecker,TC010185,pygflo1,species,26875.0,PYFL,DIPY,
Dicaeum nehrkorni,Crimson-crowned Flowerpecker,TC010186,crcflo1,species,26881.0,CCFL,DINE,
Dicaeum schistaceiceps,Halmahera Flowerpecker,TC012480,flbflo3,species,26883.0,HAFL,DISC,
Dicaeum erythrothorax,Buru Flowerpecker,TC012479,flbflo2,species,26884.0,BUFL FBFL,DIER,
Dicaeum vulneratum,Ashy Flowerpecker,TC010188,ashflo1,species,26885.0,ASFL,DIVU,
Dicaeum pectorale,Olive-crowned Flowerpecker,TC010189,olcflo2,species,26886.0,OCFL,DIPE,
Dicaeum geelvinkianum,Red-capped Flowerpecker,TC010190,recflo1,species,26889.0,RCFL,DIGE,
Dicaeum nitidum,Louisiade Flowerpecker,TC010191,louflo1,species,26901.0,LOFL,DINI,
Dicaeum eximium,Red-banded Flowerpecker,TC010192,rebflo1,species,26904.0,RBFL,DIEX,
Dicaeum aeneum,Midget Flowerpecker,TC010193,midflo1,species,26908.0,MIFL,DIAE,
Dicaeum tristrami,Mottled Flowerpecker,TC010194,motflo1,species,26912.0,MOFL,DITR,
Dicaeum igniferum,Black-fronted Flowerpecker,TC010195,blfflo1,species,26913.0,BFFL,DIIG,
Dicaeum maugei,Red-chested Flowerpecker,TC010196,recflo2,species,26916.0,BCFL RCFL,DIMA,
Dicaeum ignipectus,Fire-breasted Flowerpecker,TC010197,fibflo2,species,26921.0,FBFL,DIIG,
Dicaeum monticolum,Black-sided Flowerpecker,TC010198,blsflo1,species,26930.0,BSFL,DIMO,
Dicaeum celebicum,Gray-sided Flowerpecker,TC010199,gysflo1,species,26931.0,GSFL,DICE,
Dicaeum sanguinolentum,Blood-breasted Flowerpecker,TC010200,blbflo1,species,26937.0,BBFL,DISA,
Dicaeum hirundinaceum,Mistletoebird,TC010201,mistle1,species,26942.0,MIST,DIHI,
Dicaeum cruentatum,Scarlet-backed Flowerpecker,TC010202,scbflo1,species,26947.0,SBFL,DICR,
Dicaeum trochileum,Scarlet-headed Flowerpecker,TC010203,schflo1,species,26955.0,SHFL,DITR,
Chalcoparia singalensis,Ruby-cheeked Sunbird,TC010205,rucsun2,species,26959.0,RCSU,CHSI,
Deleornis fraseri,Fraser's Sunbird,TC010206,sctsun2,species,26971.0,FRSU,DEFR,
Deleornis axillaris,Gray-headed Sunbird,TC010207,gyhsun1,species,26975.0,GHSU,DEAX,
Anthreptes reichenowi,Plain-backed Sunbird,TC010208,plbsun1,species,26976.0,PBSU,ANRE,
Anthreptes anchietae,Anchieta's Sunbird,TC010209,ancsun1,species,26979.0,ANSU,ANAN,
Anthreptes simplex,Plain Sunbird,TC010210,plasun1,species,26980.0,PLSU,ANSI,
Anthreptes malacensis,Plain-throated Sunbird,TC010211,pltsun1,species,26981.0,BTTS PTSU,ANMA,
Anthreptes rhodolaemus,Red-throated Sunbird,TC010212,retsun3,species,26999.0,RTSU,ANRH,
Anthreptes gabonicus,Mouse-brown Sunbird,TC010213,mobsun1,species,27000.0,MBSU MASU,ANGA,
Anthreptes longuemarei,Western Violet-backed Sunbird,TC010214,wvbsun1,species,27001.0,WVBS,ANLO,
Anthreptes orientalis,Kenya Violet-backed Sunbird,TC010215,kvbsun1,species,27006.0,EVBS KVBS,ANOR,
Anthreptes neglectus,Uluguru Violet-backed Sunbird,TC010216,uvbsun1,species,27007.0,UVBS,ANNE,
Anthreptes aurantius,Violet-tailed Sunbird,TC010217,vitsun1,species,27008.0,VTSU,ANAU,
Anthreptes seimundi,Seimund's Sunbird,TC010218,ligsun2,species,27009.0,SESU LGSU,ANSE,
Anthreptes rectirostris,Green Sunbird,TC010219,gresun1,species,27013.0,GCSU GRSU,ANRE,
Anthreptes rubritorques,Banded Sunbird,TC010220,bansun1,species,27016.0,BASU BGSU,ANRU,
Hedydipna collaris,Collared Sunbird,TC010221,colsun2,species,27017.0,COSU,HECO,
Hedydipna platura,Pygmy Sunbird,TC010222,pygsun2,species,27027.0,PYSU,HEPL,
Hedydipna metallica,Nile Valley Sunbird,TC010223,nivsun2,species,27028.0,NVSU,HEME,
Hedydipna pallidigaster,Amani Sunbird,TC010224,amasun2,species,27029.0,AMSU,HEPA,
Anabathmis reichenbachii,Reichenbach's Sunbird,TC010226,reisun2,species,27036.0,RESU,ANRE,
Anabathmis hartlaubii,Principe Sunbird,TC010227,prisun2,species,27037.0,PRSU,ANHA,
Anabathmis newtonii,Newton's Sunbird,TC010228,newsun2,species,27038.0,NESU,ANNE,
Dreptes thomensis,Sao Tome Sunbird,TC010229,satsun1,species,27039.0,STSU GISU,DRTH,
Anthobaphes violacea,Orange-breasted Sunbird,TC010230,orbsun2,species,27040.0,OBSU,ANVI,
Cyanomitra verticalis,Green-headed Sunbird,TC010231,gnhsun1,species,27041.0,GHSU,CYVE,
Cyanomitra bannermani,Bannerman's Sunbird,TC010232,bansun3,species,27046.0,BASU,CYBA,
Cyanomitra cyanolaema,Blue-throated Brown Sunbird,TC010233,btbsun2,species,27047.0,BTBS,CYCY,
Cyanomitra oritis,Cameroon Sunbird,TC010234,camsun2,species,27051.0,CASU,CYOR,
Cyanomitra alinae,Blue-headed Sunbird,TC010235,buhsun1,species,27055.0,BHSU,CYAL,
Cyanomitra olivacea,Eastern Olive Sunbird,TC010236,eaosun1,species,27061.0,EOSU OLSU,CYOL,
Cyanomitra obscura,Western Olive Sunbird,TC010237,weosun1,species,27067.0,WOSU OLSU,CYOB,
Cyanomitra veroxii,Mouse-colored Sunbird,TC010238,mocsun2,species,27074.0,MCSU GRSU,CYVE,
Chalcomitra adelberti,Buff-throated Sunbird,TC010239,butsun2,species,27078.0,BTSU,CHAD,
Chalcomitra fuliginosa,Carmelite Sunbird,TC010240,carsun2,species,27081.0,CASU,CHFU,
Chalcomitra rubescens,Green-throated Sunbird,TC010241,gntsun1,species,27084.0,GTSU,CHRU,
Chalcomitra amethystina,Amethyst Sunbird,TC010242,amesun2,species,27088.0,AMSU,CHAM,
Chalcomitra senegalensis,Scarlet-chested Sunbird,TC010243,sccsun2,species,27092.0,SCSU,CHSE,
Chalcomitra hunteri,Hunter's Sunbird,TC010244,hunsun2,species,27098.0,HUSU,CHHU,
Chalcomitra balfouri,Socotra Sunbird,TC010245,socsun2,species,27101.0,SOSU,CHBA,
Leptocoma zeylonica,Purple-rumped Sunbird,TC010246,pursun3,species,27102.0,PRSU,LEZE,
Leptocoma minima,Crimson-backed Sunbird,TC010247,crbsun2,species,27105.0,CBSU,LEMI,
Leptocoma brasiliana,Van Hasselt's Sunbird,TC012856,vahsun1,species,27107.0,VHSU,LEBR,
Leptocoma sperata,Purple-throated Sunbird,TC010248,putsun3,species,27112.0,PPTS PTSU,LESP,
Leptocoma sericea,Black Sunbird,TC010249,blksun1,species,27116.0,BLSU,LESE,
Leptocoma calcostetha,Copper-throated Sunbird,TC010250,cotsun2,species,27140.0,CTSU,LECA,
Nectarinia bocagei,Bocage's Sunbird,TC010251,bocsun2,species,27141.0,BOSU,NEBO,
Nectarinia purpureiventris,Purple-breasted Sunbird,TC010252,pubsun3,species,27142.0,PBSU,NEPU,
Nectarinia tacazze,Tacazze Sunbird,TC010253,tacsun1,species,27143.0,TASU,NETA,
Nectarinia kilimensis,Bronze Sunbird,TC010254,brosun1,species,27146.0,BRSU,NEKI,
Nectarinia famosa,Malachite Sunbird,TC010255,malsun1,species,27150.0,MASU,NEFA,
Nectarinia johnstoni,Red-tufted Sunbird,TC010256,retsun2,species,27153.0,STSU RTSU,NEJO,
Drepanorhynchus reichenowi,Golden-winged Sunbird,TC010257,gowsun2,species,27158.0,GWSU,DRRE,
Cinnyris chloropygius,Olive-bellied Sunbird,TC010258,olbsun3,species,27162.0,OBSU,CICH,
Cinnyris minullus,Tiny Sunbird,TC010259,tinsun2,species,27167.0,TISU,CIMI,
Cinnyris manoensis,Miombo Sunbird,TC010260,miosun1,species,27168.0,MISU MDCS,CIMA,
Cinnyris chalybeus,Southern Double-collared Sunbird,TC010261,sdcsun3,species,27172.0,SDCS,CICH,
Cinnyris neergaardi,Neergaard's Sunbird,TC010262,neesun2,species,27176.0,NESU,CINE,
Cinnyris stuhlmanni,Stuhlmann's Sunbird,TC010263,stusun1,species,27177.0,STSU RDCS,CIST,
Cinnyris prigoginei,Prigogine's Sunbird,TC010264,prisun3,species,27182.0,PRSU PDCS,CIPR,
Cinnyris ludovicensis,Montane Double-collared Sunbird,TC010265,mdcsun3,species,27183.0,LDCS MDCS,CILU,
Cinnyris reichenowi,Northern Double-collared Sunbird,TC010266,ndcsun2,species,27186.0,NDCS,CIRE,
Cinnyris afer,Greater Double-collared Sunbird,TC010267,gdcsun2,species,27189.0,GDCS,CIAF,
Cinnyris regius,Regal Sunbird,TC010268,regsun2,species,27192.0,RESU,CIRE,
Cinnyris rockefelleri,Rockefeller's Sunbird,TC010269,rocsun2,species,27195.0,ROSU,CIRO,
Cinnyris mediocris,Eastern Double-collared Sunbird,TC010270,edcsun2,species,27196.0,EDCS,CIME,
Cinnyris moreaui,Moreau's Sunbird,TC010271,morsun2,species,27201.0,MOSU,CIMO,
Cinnyris loveridgei,Loveridge's Sunbird,TC010272,lovsun3,species,27202.0,LOSU,CILO,
Cinnyris pulchellus,Beautiful Sunbird,TC010273,beasun2,species,27203.0,BESU,CIPU,
Cinnyris mariquensis,Mariqua Sunbird,TC010274,marsun2,species,27206.0,MASU,CIMA,
Cinnyris shelleyi,Shelley's Sunbird,TC010275,shesun2,species,27210.0,SHSU,CISH,
Cinnyris congensis,Congo Sunbird,TC010276,consun2,species,27213.0,COSU,CICO,
Cinnyris erythrocercus,Red-chested Sunbird,TC010277,recsun2,species,27214.0,RCSU,CIER,
Cinnyris nectarinioides,Black-bellied Sunbird,TC010278,bkbsun1,species,27215.0,BBSU,CINE,
Cinnyris bifasciatus,Purple-banded Sunbird,TC010279,pubsun4,species,27218.0,PBSU,CIBI,
Cinnyris tsavoensis,Tsavo Sunbird,TC010280,tsasun1,species,27221.0,TSSU,CITS,
Cinnyris chalcomelas,Violet-breasted Sunbird,TC010281,vibsun2,species,27222.0,VBSU,CICH,
Cinnyris pembae,Pemba Sunbird,TC010282,pemsun2,species,27223.0,PESU,CIPE,
Cinnyris bouvieri,Orange-tufted Sunbird,TC010283,ortsun3,species,27224.0,OTSU,CIBO,
Cinnyris osea,Palestine Sunbird,TC010284,palsun2,species,27225.0,PASU,CIOS,
Cinnyris habessinicus,Shining Sunbird,TC010285,shisun3,species,27228.0,SHSU,CIHA,
Cinnyris coccinigastrus,Splendid Sunbird,TC010286,splsun2,species,27234.0,SPSU,CICO,
Cinnyris johannae,Johanna's Sunbird,TC010287,johsun2,species,27235.0,JOSU,CIJO,
Cinnyris superbus,Superb Sunbird,TC010288,supsun2,species,27238.0,SUSU,CISU,
Cinnyris rufipennis,Rufous-winged Sunbird,TC010289,ruwsun2,species,27242.0,RWSU,CIRU,
Cinnyris oustaleti,Oustalet's Sunbird,TC010290,oussun2,species,27243.0,OUSU,CIOU,
Cinnyris talatala,White-breasted Sunbird,TC010291,whbsun2,species,27246.0,WBSU,CITA,
Cinnyris venustus,Variable Sunbird,TC010292,varsun2,species,27247.0,VASU,CIVE,
Cinnyris fuscus,Dusky Sunbird,TC010293,dussun2,species,27253.0,DUSU,CIFU,
Cinnyris ursulae,Ursula's Sunbird,TC010294,urssun2,species,27256.0,URSU,CIUR,
